species	family
Cheilanthes_pentagona	Pteridaceae
Cheilanthes_quadripinnata	Pteridaceae
Pellaea_pinnata	Pteridaceae
Doryopteris_ornithopus	Pteridaceae
Doryopteris_paradoxa	Pteridaceae
Doryopteris_lomariacea	Pteridaceae
Pellaea_cymbiformis	Pteridaceae
Pellaea_riedelii	Pteridaceae
Pellaea_crenata	Pteridaceae
Pellaea_gleichenioides	Pteridaceae
Doryopteris_triphylla	Pteridaceae
Doryopteris_concolor	Pteridaceae
Cheilanthes_decora	Pteridaceae
Doryopteris_pentagona	Pteridaceae
Doryopteris_lorentzii	Pteridaceae
Doryopteris_sagittifolia	Pteridaceae
Doryopteris_pedata	Pteridaceae
Doryopteris_nobilis	Pteridaceae
Doryopteris_rediviva	Pteridaceae
Doryopteris_collina	Pteridaceae
Cheilanthes_venusta	Pteridaceae
Cheilanthes_goyazensis	Pteridaceae
Adiantopsis_flexuosa	Pteridaceae
Adiantopsis_paupercula	Pteridaceae
Adiantopsis_timida	Pteridaceae
Adiantopsis_seemannii	Pteridaceae
Adiantopsis_monticola	Pteridaceae
Adiantopsis_reesii	Pteridaceae
Adiantopsis_pedata	Pteridaceae
Adiantopsis_pentagona	Pteridaceae
Adiantopsis_rupicola	Pteridaceae
Adiantopsis_vincentii	Pteridaceae
Adiantopsis_parvisegmenta	Pteridaceae
Adiantopsis_perfasciculata	Pteridaceae
Adiantopsis_radiata	Pteridaceae
Adiantopsis_ternata	Pteridaceae
Adiantopsis_dactylifera	Pteridaceae
Adiantopsis_trifurcata	Pteridaceae
Adiantopsis_lindigii	Pteridaceae
Adiantopsis_senae	Pteridaceae
Adiantopsis_tweediana	Pteridaceae
Adiantopsis_dichotoma	Pteridaceae
Adiantopsis_chlorophylla	Pteridaceae
Adiantopsis_regularis	Pteridaceae
Aspidotis_californica	Pteridaceae
Aspidotis_meifolia	Pteridaceae
Aspidotis_carlotta_halliae	Pteridaceae
Aspidotis_densa	Pteridaceae
Gaga_arizonica	Pteridaceae
Gaga_lerstenii	Pteridaceae
Gaga_germanotta	Pteridaceae
Gaga_monstraparva	Pteridaceae
Cheilanthes_buchtienii	Pteridaceae
Cheilanthes_sieberi	Pteridaceae
Cheilanthes_distans	Pteridaceae
Cheilanthes_lasiophylla	Pteridaceae
Cheilanthes_nudiuscula	Pteridaceae
Cheilanthes_micropteris	Pteridaceae
Cheilanthes_hastata	Pteridaceae
Cheilanthes_robusta	Pteridaceae
Cheilanthes_capensis	Pteridaceae
Cheilanthes_deltoidea	Pteridaceae
Cheilanthes_rufopunctata	Pteridaceae
Cheilanthes_marlothii	Pteridaceae
Cheilanthes_eckloniana	Pteridaceae
Cheilanthes_contracta	Pteridaceae
Cheilanthes_parviloba	Pteridaceae
Cheilanthes_depauperata	Pteridaceae
Cheilanthes_hirta	Pteridaceae
Cheilanthes_bergiana	Pteridaceae
Cheilanthes_dinteri	Pteridaceae
Cheilanthes_intramarginalis	Pteridaceae
Pentagramma_triangularis	Pteridaceae
Cheilanthes_chinensis	Pteridaceae
Cheilanthes_guanchica	Pteridaceae
Cheilanthes_maderensis	Pteridaceae
Cheilanthes_acrostica	Pteridaceae
Cheilanthes_pulchella	Pteridaceae
Aleuritopteris_albofusca	Pteridaceae
Aleuritopteris_grevilleoides	Pteridaceae
Cheilanthes_niphobola	Pteridaceae
Cheilanthes_bolborrhiza	Pteridaceae
Cheilanthes_skinneri	Pteridaceae
Myriopteris_pringlei	Pteridaceae
Myriopteris_peninsularis	Pteridaceae
Myriopteris_mickelii	Pteridaceae
Myriopteris_allosuroides	Pteridaceae
Myriopteris_aemula	Pteridaceae
Myriopteris_scabra	Pteridaceae
Myriopteris_fimbriata	Pteridaceae
Myriopteris_moritziana	Pteridaceae
Myriopteris_microphylla	Pteridaceae
Myriopteris_notholaenoides	Pteridaceae
Myriopteris_cucullans	Pteridaceae
Myriopteris_alabamensis	Pteridaceae
Myriopteris_wrightii	Pteridaceae
Myriopteris_aurea	Pteridaceae
Myriopteris_yatskievychiana	Pteridaceae
Myriopteris_newberryi	Pteridaceae
Myriopteris_tomentosa	Pteridaceae
Myriopteris_chipinquensis	Pteridaceae
Myriopteris_jamaicensis	Pteridaceae
Myriopteris_rufa	Pteridaceae
Myriopteris_windhamii	Pteridaceae
Myriopteris_myriophylla	Pteridaceae
Myriopteris_marsupianthes	Pteridaceae
Myriopteris_mexicana	Pteridaceae
Myriopteris_lendigera	Pteridaceae
Myriopteris_covillei	Pteridaceae
Myriopteris_clevelandii	Pteridaceae
Myriopteris_fendleri	Pteridaceae
Myriopteris_wootonii	Pteridaceae
Myriopteris_intertexta	Pteridaceae
Myriopteris_gracillima	Pteridaceae
Myriopteris_yavapensis	Pteridaceae
Myriopteris_lindheimeri	Pteridaceae
Myriopteris_rawsonii	Pteridaceae
